,client_ip,client_ip_flat,resp_time,sess_class,sess_end,sess_id,sess_start,sess_time
789,15.219.201.68,115319301168.0,0.010075999999999998,1.0,2015-07-22 09:04:39.935599,790.0,2015-07-22 09:00:32.989644,4.110075999999999
896,61.246.57.5,161346157105.0,0.007725,1.0,2015-07-22 09:04:40.869438,897.0,2015-07-22 09:00:33.961510,4.107724999999999
1271,175.101.10.107,275201110207.0,0.05678999999999999,1.0,2015-07-22 09:04:41.161678,1272.0,2015-07-22 09:00:37.696804,4.10679
87,103.29.159.213,203129259313.0,0.006514,1.0,2015-07-22 09:04:34.841539,88.0,2015-07-22 09:00:28.281920,4.106514
89,192.8.229.10,292108329110.0,0.006275,1.0,2015-07-22 09:04:34.116578,90.0,2015-07-22 09:00:28.020892,4.106274999999999
262,115.249.255.137,215349355237.0,0.004945,1.0,2015-07-22 09:04:35.436878,263.0,2015-07-22 09:00:29.044064,4.104945
1103,103.27.171.59,203127271159.0,0.020909999999999998,1.0,2015-07-22 09:04:41.771980,1104.0,2015-07-22 09:00:35.799295,4.104243333333333
278,122.160.172.54,222260272154.0,0.020909999999999998,1.0,2015-07-22 09:04:34.605015,279.0,2015-07-22 09:00:29.283614,4.104243333333333
202,117.239.148.145,217339248245.0,0.003948,1.0,2015-07-22 09:04:35.408473,203.0,2015-07-22 09:00:28.864415,4.103948
289,1.9.16.165,101109116265.0,0.06957699999999999,1.0,2015-07-22 09:04:31.545840,290.0,2015-07-22 09:00:29.356748,4.102910333333333
237,59.182.163.104,159282263204.0,0.0023740000000000002,1.0,2015-07-22 09:04:35.395942,238.0,2015-07-22 09:00:28.994119,4.102373999999999
1174,8.37.228.99,108137328199.0,0.018224,1.0,2015-07-22 09:04:41.756030,1175.0,2015-07-22 09:00:36.598746,4.101557333333333
183,183.82.99.130,283182199230.0,0.014262,1.0,2015-07-22 09:04:33.749474,184.0,2015-07-22 09:00:28.664469,4.0975953333333335
1127,196.12.45.164,296112145264.0,0.011831999999999999,1.0,2015-07-22 09:04:42.088656,1128.0,2015-07-22 09:00:36.089744,4.095165333333333
744,203.112.87.138,303212187238.0,0.028131999999999997,1.0,2015-07-22 09:04:36.868214,745.0,2015-07-22 09:00:32.574075,4.094798666666667
718,203.27.235.5,303127335105.0,0.009235,1.0,2015-07-22 09:04:38.204348,719.0,2015-07-22 09:00:32.370081,4.092568333333333
559,116.50.59.180,216150159280.0,0.001207,1.0,2015-07-22 09:04:36.425092,560.0,2015-07-22 09:00:31.146001,4.084540333333333
1275,122.170.44.61,222270144161.0,0.06687799999999999,1.0,2015-07-22 09:04:39.588846,1276.0,2015-07-22 09:00:37.759741,4.083544666666667
934,1.39.15.92,101139115192.0,0.032261,1.0,2015-07-22 09:04:37.370488,935.0,2015-07-22 09:00:34.236934,4.082261
1210,203.77.177.176,303177277276.0,0.015131,1.0,2015-07-22 09:04:41.363297,1211.0,2015-07-22 09:00:37.031509,4.081797666666667
590,203.192.246.162,303292346262.0,0.030927000000000003,1.0,2015-07-22 09:04:35.073782,591.0,2015-07-22 09:00:31.358485,4.080927
1147,123.201.32.61,223301132161.0,0.028006999999999997,1.0,2015-07-22 09:04:39.646105,1148.0,2015-07-22 09:00:36.299358,4.0780069999999995
453,203.129.229.82,303229329182.0,0.011114999999999998,1.0,2015-07-22 09:04:34.780900,454.0,2015-07-22 09:00:30.394397,4.077781666666667
63,103.20.125.4,203120225104.0,0.007385000000000001,1.0,2015-07-22 09:04:32.088385,64.0,2015-07-22 09:00:27.902671,4.074051666666667
136,208.87.233.201,308187333301.0,0.021615,1.0,2015-07-22 09:04:32.241446,137.0,2015-07-22 09:00:28.461057,4.0716149999999995
226,203.90.70.251,303190170351.0,0.004945,1.0,2015-07-22 09:04:33.809776,227.0,2015-07-22 09:00:28.954191,4.071611666666667
1098,1.39.63.121,101139163221.0,0.0034900000000000005,1.0,2015-07-22 09:04:39.799789,1099.0,2015-07-22 09:00:35.783117,4.070156666666667
709,117.245.22.74,217345122174.0,0.00254,1.0,2015-07-22 09:04:36.956105,710.0,2015-07-22 09:00:32.291003,4.069206666666666
377,14.139.208.84,114239308184.0,0.018535000000000003,1.0,2015-07-22 09:04:32.928918,378.0,2015-07-22 09:00:29.922172,4.068535
705,202.63.98.18,302163198118.0,0.0011400000000000002,1.0,2015-07-22 09:04:37.097385,706.0,2015-07-22 09:00:32.165621,4.067806666666667
917,210.212.83.82,310312183182.0,0.015131,1.0,2015-07-22 09:04:37.807718,918.0,2015-07-22 09:00:34.143396,4.065131
737,125.62.96.23,225162196123.0,0.015131,1.0,2015-07-22 09:04:36.217480,738.0,2015-07-22 09:00:32.499726,4.065131
773,182.69.173.189,282169273289.0,0.010075999999999998,1.0,2015-07-22 09:04:36.406633,774.0,2015-07-22 09:00:32.849916,4.060076
178,141.113.85.93,241213185193.0,0.022396,1.0,2015-07-22 09:04:30.646467,179.0,2015-07-22 09:00:28.645859,4.055729333333333
147,14.139.253.18,114239353118.0,0.021564,1.0,2015-07-22 09:04:31.109425,148.0,2015-07-22 09:00:28.521829,4.054897333333333
250,106.216.140.113,206316240213.0,0.004320999999999999,1.0,2015-07-22 09:04:32.461281,251.0,2015-07-22 09:00:29.111339,4.054321
761,122.175.18.96,222275118196.0,0.0019690000000000003,1.0,2015-07-22 09:04:36.198048,762.0,2015-07-22 09:00:32.726853,4.051969
1097,180.151.87.50,280251187150.0,0.0019690000000000003,1.0,2015-07-22 09:04:39.190146,1098.0,2015-07-22 09:00:35.781051,4.051969
1575,120.59.63.91,220159163191.0,0.067111,1.0,2015-07-22 09:04:40.874017,1576.0,2015-07-22 09:00:41.626143,4.050444333333333
333,122.173.131.230,222273231330.0,0.032261,1.0,2015-07-22 09:04:30.616561,334.0,2015-07-22 09:00:29.608356,4.048927666666667
949,92.99.161.240,192199261340.0,0.015131,1.0,2015-07-22 09:04:36.650915,950.0,2015-07-22 09:00:34.428493,4.048464333333333
585,112.79.35.108,212179135208.0,0.16499899999999998,1.0,2015-07-22 09:04:24.859908,586.0,2015-07-22 09:00:31.342855,4.048332333333334
2303,117.208.28.162,217308128262.0,0.31425000000000003,1.0,2015-07-22 09:04:36.175197,2304.0,2015-07-22 09:00:52.114496,4.047583333333334
1049,8.37.225.228,108137325328.0,0.027277,1.0,2015-07-22 09:04:36.930225,1050.0,2015-07-22 09:00:35.348520,4.043943666666666
610,125.19.44.66,225119144166.0,0.010329,1.0,2015-07-22 09:04:34.383697,611.0,2015-07-22 09:00:31.524846,4.043662333333333
424,117.239.57.98,217339157198.0,0.026619999999999998,1.0,2015-07-22 09:04:31.475628,425.0,2015-07-22 09:00:30.205552,4.043286666666667
1314,123.201.81.196,223301181296.0,0.07229599999999999,1.0,2015-07-22 09:04:36.959536,1315.0,2015-07-22 09:00:38.151228,4.0389626666666665
12,223.176.154.91,323276254191.0,0.021615,1.0,2015-07-22 09:04:29.148817,13.0,2015-07-22 09:00:28.068481,4.038281666666666
1428,220.226.206.7,320326306107.0,0.020909999999999998,1.0,2015-07-22 09:04:40.148758,1429.0,2015-07-22 09:00:38.669970,4.037576666666666
580,14.141.132.162,114241232262.0,0.003948,1.0,2015-07-22 09:04:33.910581,581.0,2015-07-22 09:00:31.321165,4.0372813333333335
426,2.51.12.188,102151112288.0,0.15339,1.0,2015-07-22 09:04:24.044474,427.0,2015-07-22 09:00:30.225218,4.036723333333334
1208,101.221.135.153,201321235253.0,0.0010749999999999998,1.0,2015-07-22 09:04:39.741050,1209.0,2015-07-22 09:00:37.006238,4.034408333333333
308,114.143.155.118,214243255218.0,0.0010749999999999998,1.0,2015-07-22 09:04:31.970872,309.0,2015-07-22 09:00:29.470810,4.034408333333333
1149,125.22.193.150,225122293250.0,0.033154,1.0,2015-07-22 09:04:36.843081,1150.0,2015-07-22 09:00:36.320936,4.033154
1172,1.186.85.235,101286185335.0,0.015131,1.0,2015-07-22 09:04:37.819769,1173.0,2015-07-22 09:00:36.580623,4.031797666666667
1378,70.39.186.216,170139286316.0,0.015131,1.0,2015-07-22 09:04:40.380815,1379.0,2015-07-22 09:00:38.962730,4.031797666666667
837,66.102.6.183,166202106283.0,0.014262,1.0,2015-07-22 09:04:35.116962,838.0,2015-07-22 09:00:33.550647,4.030928666666667
419,198.199.115.190,298299215290.0,0.014262,1.0,2015-07-22 09:04:31.411665,420.0,2015-07-22 09:00:30.146074,4.030928666666667
1439,202.153.38.142,302253138242.0,0.07229599999999999,1.0,2015-07-22 09:04:37.142989,1440.0,2015-07-22 09:00:39.749006,4.022296
536,106.192.170.201,206292270301.0,0.004018,1.0,2015-07-22 09:04:32.747738,537.0,2015-07-22 09:00:30.984353,4.020684666666667
1350,66.102.6.179,166202106279.0,0.003666,1.0,2015-07-22 09:04:40.452726,1351.0,2015-07-22 09:00:38.640395,4.0203326666666666
646,203.91.192.2,303191292102.0,0.0034900000000000005,1.0,2015-07-22 09:04:33.121751,647.0,2015-07-22 09:00:31.773870,4.020156666666667
838,103.27.171.55,203127271155.0,0.003291,1.0,2015-07-22 09:04:34.878181,839.0,2015-07-22 09:00:33.547284,4.0199576666666665
1131,117.244.78.175,217344178275.0,0.0024,1.0,2015-07-22 09:04:36.891999,1132.0,2015-07-22 09:00:35.684633,4.019066666666666
218,223.196.243.127,323296343227.0,0.0019690000000000003,1.0,2015-07-22 09:04:30.323614,219.0,2015-07-22 09:00:28.951565,4.0186356666666665
460,122.50.170.180,222150270280.0,0.0019690000000000003,1.0,2015-07-22 09:04:31.545994,461.0,2015-07-22 09:00:30.470467,4.0186356666666665
34,117.218.218.10,217318318110.0,0.018224,1.0,2015-07-22 09:04:28.724510,35.0,2015-07-22 09:00:28.129496,4.018224
1426,59.97.132.99,159197232199.0,0.0010749999999999998,1.0,2015-07-22 09:04:41.414093,1427.0,2015-07-22 09:00:39.600592,4.017741666666667
1089,103.27.171.65,203127271165.0,0.032261,1.0,2015-07-22 09:04:34.855443,1090.0,2015-07-22 09:00:35.738046,4.0155943333333335
1221,101.60.219.140,201160319240.0,0.021615,1.0,2015-07-22 09:04:36.970493,1222.0,2015-07-22 09:00:37.139832,4.004948333333333
1498,54.240.197.79,154340297179.0,0.021564,1.0,2015-07-22 09:04:40.287862,1499.0,2015-07-22 09:00:40.830549,4.004897333333333
307,59.90.113.18,159190213118.0,0.003877,1.0,2015-07-22 09:04:29.641799,308.0,2015-07-22 09:00:29.443987,4.003877
1584,122.248.161.141,222348261241.0,0.003877,1.0,2015-07-22 09:04:42.313157,1585.0,2015-07-22 09:00:41.702620,4.003877
2112,223.176.29.158,323276129258.0,0.15339,1.0,2015-07-22 09:04:40.387208,2113.0,2015-07-22 09:00:49.346430,4.0033900000000004
1850,14.139.242.60,114239342160.0,0.06957699999999999,1.0,2015-07-22 09:04:41.853143,1851.0,2015-07-22 09:00:45.561919,4.002910333333333
920,14.139.196.4,114239296104.0,0.0024,1.0,2015-07-22 09:04:34.741899,921.0,2015-07-22 09:00:34.153402,4.0024
856,152.52.254.144,252152354244.0,0.0023740000000000002,1.0,2015-07-22 09:04:34.065687,857.0,2015-07-22 09:00:33.707436,4.002374
1620,115.111.223.43,215211323143.0,0.0019690000000000003,1.0,2015-07-22 09:04:42.865044,1621.0,2015-07-22 09:00:42.135572,4.001969
1475,103.21.234.209,203121334309.0,0.0019690000000000003,1.0,2015-07-22 09:04:40.460825,1476.0,2015-07-22 09:00:40.327508,4.001969
516,61.95.193.239,161195293339.0,0.0011400000000000002,1.0,2015-07-22 09:04:31.538255,517.0,2015-07-22 09:00:30.601573,4.00114
1032,144.36.228.91,244136328191.0,0.0010749999999999998,1.0,2015-07-22 09:04:35.322062,1033.0,2015-07-22 09:00:35.108092,4.001075
1648,106.78.108.207,206178208307.0,0.0010749999999999998,1.0,2015-07-22 09:04:42.424698,1649.0,2015-07-22 09:00:42.098224,4.001075
1394,54.240.199.105,154340299205.0,0.0010749999999999998,1.0,2015-07-22 09:04:39.404353,1395.0,2015-07-22 09:00:39.193783,4.001075
870,196.1.105.91,296101205191.0,0.014262,1.0,2015-07-22 09:04:32.957098,871.0,2015-07-22 09:00:33.791559,3.9975953333333334
1156,159.220.78.18,259320178118.0,0.014262,1.0,2015-07-22 09:04:35.648578,1157.0,2015-07-22 09:00:36.434730,3.9975953333333334
1095,91.103.41.1,191203141101.0,0.027277,1.0,2015-07-22 09:04:33.902670,1096.0,2015-07-22 09:00:35.776522,3.993943666666667
46,198.208.209.36,298308309136.0,0.023913000000000004,1.0,2015-07-22 09:04:26.578725,47.0,2015-07-22 09:00:28.139941,3.9905796666666666
1842,117.242.112.57,217342212157.0,0.07229599999999999,1.0,2015-07-22 09:04:41.341321,1843.0,2015-07-22 09:00:45.396980,3.9889626666666667
1500,182.72.242.73,282172342173.0,0.021615,1.0,2015-07-22 09:04:38.868280,1501.0,2015-07-22 09:00:40.832667,3.988281666666667
2892,59.144.6.101,159244106201.0,0.287766,1.0,2015-07-22 09:04:43.117470,2893.0,2015-07-22 09:01:00.953583,3.987766
197,111.221.89.160,211321189260.0,0.034180999999999996,1.0,2015-07-22 09:04:26.223954,198.0,2015-07-22 09:00:28.843746,3.984181
1108,168.235.195.167,268335295267.0,0.16499899999999998,1.0,2015-07-22 09:04:25.065675,1109.0,2015-07-22 09:00:35.848405,3.9816656666666668
1576,103.243.226.101,203343326201.0,0.064949,1.0,2015-07-22 09:04:37.158928,1577.0,2015-07-22 09:00:41.589712,3.9816156666666664
1119,150.107.165.127,250207265227.0,0.026619999999999998,1.0,2015-07-22 09:04:33.893595,1120.0,2015-07-22 09:00:35.976090,3.97662
1246,202.52.130.254,302152230354.0,0.026619999999999998,1.0,2015-07-22 09:04:34.986149,1247.0,2015-07-22 09:00:37.457003,3.97662
1728,103.224.147.73,203324247173.0,0.003948,1.0,2015-07-22 09:04:42.536364,1729.0,2015-07-22 09:00:43.633556,3.9706146666666666
1413,124.40.246.123,224140346223.0,0.0032750000000000006,1.0,2015-07-22 09:04:38.005882,1414.0,2015-07-22 09:00:39.423380,3.9699416666666667
1723,125.17.191.171,225117291271.0,0.0023740000000000002,1.0,2015-07-22 09:04:41.613662,1724.0,2015-07-22 09:00:43.442137,3.969040666666667
984,218.248.3.210,318348103310.0,0.0023740000000000002,1.0,2015-07-22 09:04:33.014689,985.0,2015-07-22 09:00:34.728425,3.969040666666667
877,107.167.109.54,207267209154.0,0.018224,1.0,2015-07-22 09:04:31.738338,878.0,2015-07-22 09:00:33.829064,3.968224
542,103.238.159.251,203338259351.0,0.018224,1.0,2015-07-22 09:04:28.807826,543.0,2015-07-22 09:00:31.007778,3.968224
