,client_ip,client_ip_flat,resp_time,sess_class,sess_end,sess_id,sess_start,sess_time
46,198.208.209.36,298308309136,0.023913,1,22-07-2015 09:04:27.427,47,22-07-2015 09:00:28,3.990579667
47,115.248.201.33,215348301133,0.008203,1,22-07-2015 09:03:00.30,48,22-07-2015 09:00:28,2.524869667
48,182.64.106.42,282164206142,0.003948,1,22-07-2015 09:02:15.215,49,22-07-2015 09:00:28,1.787281333
49,123.236.56.238,223336156338,0.002374,1,22-07-2015 09:01:25.125,50,22-07-2015 09:00:28,0.935707333
50,122.248.163.1,222348263101,0.0024,1,22-07-2015 09:04:17.417,51,22-07-2015 09:00:28,3.8024
51,125.63.90.210,225163190310,0.008806,1,22-07-2015 09:00:57.057,52,22-07-2015 09:00:28,0.492139333
52,43.252.29.91,143352129191,0.011832,1,22-07-2015 09:01:46.146,53,22-07-2015 09:00:28,1.311832
53,122.160.74.72,222260174172,0.164999,1,22-07-2015 09:00:41.041,54,22-07-2015 09:00:28,0.381665667
54,167.219.48.10,267319148110,0.15339,0,22-07-2015 09:00:28.028,55,22-07-2015 09:00:28,0.15339
55,167.219.48.10,267319148110,0.006696,1,22-07-2015 09:04:39.439,56,22-07-2015 09:00:28,4.190029333
56,103.227.99.76,203327199176,0.018224,1,22-07-2015 09:01:47.147,57,22-07-2015 09:00:28,1.318224
57,106.66.56.150,206166156250,0.164999,1,22-07-2015 09:02:08.28,58,22-07-2015 09:00:28,1.814999
58,121.241.69.194,221341169294,0.006705,1,22-07-2015 09:04:17.417,59,22-07-2015 09:00:28,3.806705
59,1.39.63.179,101139163279,0.015131,1,22-07-2015 09:01:35.135,60,22-07-2015 09:00:28,1.115131
60,106.67.89.36,206167189136,0.004321,1,22-07-2015 09:02:30.230,61,22-07-2015 09:00:28,2.037654333
61,61.0.102.123,161100202223,0.002374,1,22-07-2015 09:02:49.249,62,22-07-2015 09:00:28,2.352374
62,37.228.106.144,137328206244,0.00114,1,22-07-2015 09:03:26.326,63,22-07-2015 09:00:28,2.967806667
63,103.20.125.4,203120225104,0.007385,1,22-07-2015 09:04:32.432,64,22-07-2015 09:00:28,4.074051667
64,59.177.155.238,159277255338,0.164999,0,22-07-2015 09:00:29.029,65,22-07-2015 09:00:28,0.164999
65,124.253.248.44,224353348144,0.164999,0,22-07-2015 09:00:29.029,66,22-07-2015 09:00:28,0.164999
66,101.221.130.30,201321230130,0.164999,0,22-07-2015 09:00:31.031,67,22-07-2015 09:00:28,0.198332333
67,49.248.59.160,149348159260,0.021615,1,22-07-2015 09:00:50.050,68,22-07-2015 09:00:28,0.371615
68,70.39.185.220,170139285320,0.026151,0,22-07-2015 09:00:28.028,69,22-07-2015 09:00:28,0.026151
69,182.71.254.138,282171354238,0.164999,1,22-07-2015 09:00:47.047,70,22-07-2015 09:00:28,0.464999
70,114.143.246.178,214243346278,0.021615,0,22-07-2015 09:00:44.044,71,22-07-2015 09:00:28,0.271615
71,203.197.149.23,303297249123,0.021615,1,22-07-2015 09:00:54.054,72,22-07-2015 09:00:28,0.438281667
72,112.79.37.143,212179137243,0.15339,0,22-07-2015 09:00:31.031,73,22-07-2015 09:00:28,0.186723333
73,155.70.39.45,255170139145,0.014262,1,22-07-2015 09:04:22.422,74,22-07-2015 09:00:28,3.914262
74,14.195.38.7,114295138107,0.01004,1,22-07-2015 09:00:50.050,75,22-07-2015 09:00:28,0.36004
75,203.196.206.174,303296306274,0.032766,1,22-07-2015 09:03:59.359,76,22-07-2015 09:00:28,3.532766
76,136.8.2.69,236108102169,0.033154,1,22-07-2015 09:04:42.442,77,22-07-2015 09:00:28,4.249820667
77,106.78.65.56,206178165156,0.072296,1,22-07-2015 09:04:41.441,78,22-07-2015 09:00:28,4.288962667
78,119.226.126.210,219326226310,0.00349,1,22-07-2015 09:02:32.232,79,22-07-2015 09:00:28,2.05349
79,1.39.14.186,101139114286,0.011115,1,22-07-2015 09:01:43.143,80,22-07-2015 09:00:28,1.244448333
80,123.136.249.195,223236349295,0.0114,1,22-07-2015 09:03:59.359,81,22-07-2015 09:00:28,3.5114
81,125.16.138.147,225116238247,0.008806,1,22-07-2015 09:01:26.126,82,22-07-2015 09:00:28,0.958806
82,37.228.106.178,137328206278,0.008203,0,22-07-2015 09:00:32.032,83,22-07-2015 09:00:28,0.058203
83,202.164.37.206,302264137306,0.15339,0,22-07-2015 09:00:31.031,84,22-07-2015 09:00:28,0.186723333
84,14.97.21.122,114197121222,0.002374,0,22-07-2015 09:00:29.029,85,22-07-2015 09:00:28,0.002374
85,199.224.149.10,299324249110,0.069577,1,22-07-2015 09:00:52.052,86,22-07-2015 09:00:28,0.469577
86,218.213.81.177,318313181277,0.003948,1,22-07-2015 09:01:49.149,87,22-07-2015 09:00:28,1.337281333
87,103.29.159.213,203129259313,0.006514,1,22-07-2015 09:04:35.435,88,22-07-2015 09:00:28,4.106514
88,103.245.198.70,203345298170,0.001969,1,22-07-2015 09:03:16.316,89,22-07-2015 09:00:28,2.785302333
89,192.8.229.10,292108329110,0.006275,1,22-07-2015 09:04:34.434,90,22-07-2015 09:00:28,4.106275
90,202.53.88.91,302153188191,0.003948,1,22-07-2015 09:04:13.413,91,22-07-2015 09:00:28,3.753948
91,183.82.99.24,283182199124,0.001969,1,22-07-2015 09:04:12.412,92,22-07-2015 09:00:28,3.718635667
92,14.139.56.3,114239156103,0.01004,1,22-07-2015 09:02:08.28,93,22-07-2015 09:00:28,1.676706667
93,14.141.49.46,114241149146,0.15339,1,22-07-2015 09:00:41.041,94,22-07-2015 09:00:28,0.35339
94,123.63.35.222,223163135322,0.026151,0,22-07-2015 09:00:28.028,95,22-07-2015 09:00:28,0.026151
95,164.100.149.245,264200249345,0.020486,1,22-07-2015 09:03:07.37,96,22-07-2015 09:00:28,2.653819333
96,115.113.174.102,215213274202,0.01004,1,22-07-2015 09:04:23.423,97,22-07-2015 09:00:28,3.91004
97,116.74.11.12,216174111112,0.021615,0,22-07-2015 09:00:30.030,98,22-07-2015 09:00:28,0.038281667
98,37.228.107.78,137328207178,0.023913,1,22-07-2015 09:04:18.418,99,22-07-2015 09:00:28,3.840579667
99,117.192.73.229,217292173329,0.00114,1,22-07-2015 09:02:26.226,100,22-07-2015 09:00:28,1.95114
100,203.200.232.121,303300332221,0.066878,1,22-07-2015 09:03:09.39,101,22-07-2015 09:00:28,2.733544667
101,52.74.219.71,152174319171,0.00755,1,22-07-2015 09:04:43.443,102,22-07-2015 09:00:28,4.25755
102,115.248.71.233,215348171333,0.023913,1,22-07-2015 09:04:41.441,103,22-07-2015 09:00:28,4.223913
103,37.228.105.131,137328205231,0.002374,1,22-07-2015 09:01:17.117,104,22-07-2015 09:00:28,0.802374
104,117.218.201.217,217318301317,0.15339,0,22-07-2015 09:00:28.028,105,22-07-2015 09:00:28,0.15339
105,113.193.33.7,213293133107,0.026151,0,22-07-2015 09:00:28.028,106,22-07-2015 09:00:28,0.026151
106,151.151.109.13,251251209113,0.001075,1,22-07-2015 09:02:15.215,107,22-07-2015 09:00:28,1.767741667
107,203.117.117.11,303217217111,0.015131,1,22-07-2015 09:03:40.340,108,22-07-2015 09:00:28,3.198464333
108,27.251.187.186,127351287286,0.021564,1,22-07-2015 09:03:59.359,109,22-07-2015 09:00:28,3.521564
109,14.140.121.226,114240221326,0.020486,1,22-07-2015 09:02:28.228,110,22-07-2015 09:00:28,2.003819333
110,1.39.13.4,101139113104,0.093601,1,22-07-2015 09:03:41.341,111,22-07-2015 09:00:28,3.293601
111,155.140.133.216,255240233316,0.15339,0,22-07-2015 09:00:28.028,112,22-07-2015 09:00:28,0.15339
112,125.17.82.14,225117182114,0.085776,1,22-07-2015 09:04:43.443,113,22-07-2015 09:00:28,4.319109333
113,103.226.202.250,203326302350,0.026151,0,22-07-2015 09:00:28.028,114,22-07-2015 09:00:28,0.026151
114,14.141.255.74,114241355174,0.015131,1,22-07-2015 09:01:44.144,115,22-07-2015 09:00:28,1.265131
115,60.243.210.34,160343310134,0.026151,0,22-07-2015 09:00:28.028,116,22-07-2015 09:00:28,0.026151
116,113.193.194.184,213293294284,0.027277,1,22-07-2015 09:04:38.438,117,22-07-2015 09:00:28,4.177277
117,182.74.206.146,282174306246,0.008203,1,22-07-2015 09:04:39.439,118,22-07-2015 09:00:28,4.174869667
118,106.208.104.161,206308204261,0.026151,0,22-07-2015 09:00:28.028,119,22-07-2015 09:00:28,0.026151
119,168.235.197.199,268335297299,0.00114,1,22-07-2015 09:02:01.21,120,22-07-2015 09:00:28,1.534473333
120,117.239.38.229,217339138329,0.030391,1,22-07-2015 09:03:23.323,121,22-07-2015 09:00:28,2.930391
121,106.218.157.113,206318257213,0.018224,1,22-07-2015 09:02:59.259,122,22-07-2015 09:00:28,2.518224
122,117.218.52.17,217318152117,0.02091,1,22-07-2015 09:04:16.416,123,22-07-2015 09:00:28,3.804243333
123,14.139.217.165,114239317265,0.008203,1,22-07-2015 09:01:24.124,124,22-07-2015 09:00:28,0.924869667
124,14.141.218.146,114241318246,0.0024,1,22-07-2015 09:02:28.228,125,22-07-2015 09:00:28,1.985733333
125,182.68.162.13,282168262113,0.15339,1,22-07-2015 09:00:51.051,126,22-07-2015 09:00:28,0.520056667
126,101.57.202.210,201157302310,0.026151,0,22-07-2015 09:00:28.028,127,22-07-2015 09:00:28,0.026151
127,223.186.131.98,323286231198,0.008806,1,22-07-2015 09:01:37.137,128,22-07-2015 09:00:28,1.142139333
128,183.82.162.190,283182262290,0.02091,1,22-07-2015 09:02:11.211,129,22-07-2015 09:00:28,1.737576667
129,27.124.19.90,127224119190,0.002374,1,22-07-2015 09:01:34.134,130,22-07-2015 09:00:28,1.085707333
130,117.205.216.124,217305316224,0.033154,1,22-07-2015 09:04:42.442,131,22-07-2015 09:00:28,4.249820667
131,14.142.37.244,114242137344,0.001075,1,22-07-2015 09:03:53.353,132,22-07-2015 09:00:28,3.401075
132,37.228.105.39,137328205139,0.072296,1,22-07-2015 09:04:35.435,133,22-07-2015 09:00:28,4.172296
133,117.200.191.192,217300291292,0.011832,1,22-07-2015 09:04:11.411,134,22-07-2015 09:00:28,3.711832
134,122.15.156.144,222115256244,0.028007,1,22-07-2015 09:03:51.351,135,22-07-2015 09:00:28,3.394673667
135,183.87.56.174,283187156274,0.001384,1,22-07-2015 09:03:58.358,136,22-07-2015 09:00:28,3.484717333
136,208.87.233.201,308187333301,0.021615,1,22-07-2015 09:04:32.432,137,22-07-2015 09:00:28,4.071615
137,1.38.17.231,101138117331,0.001969,1,22-07-2015 09:03:10.310,138,22-07-2015 09:00:28,2.685302333
138,206.201.224.118,306301324218,0.15339,0,22-07-2015 09:00:28.028,139,22-07-2015 09:00:28,0.15339
139,206.201.224.118,306301324218,0.008806,1,22-07-2015 09:02:05.25,140,22-07-2015 09:00:28,1.608806
140,106.67.45.117,206167145217,0.026151,0,22-07-2015 09:00:29.029,141,22-07-2015 09:00:29,0.026151
141,122.177.161.170,222277261270,0.00114,1,22-07-2015 09:01:56.156,142,22-07-2015 09:00:28,1.467806667
142,70.39.187.241,170139287341,0.021615,1,22-07-2015 09:01:21.121,143,22-07-2015 09:00:29,0.888281667
143,61.12.65.146,161112165246,0.014262,1,22-07-2015 09:04:18.418,144,22-07-2015 09:00:28,3.830928667
144,1.38.21.44,101138121144,0.008806,0,22-07-2015 09:00:37.037,145,22-07-2015 09:00:29,0.125472667
145,182.70.65.150,282170165250,0.066878,1,22-07-2015 09:01:30.130,146,22-07-2015 09:00:29,1.083544667
146,14.139.253.18,114239353118,0.15339,0,22-07-2015 09:00:29.029,147,22-07-2015 09:00:29,0.15339
147,14.139.253.18,114239353118,0.021564,1,22-07-2015 09:04:31.431,148,22-07-2015 09:00:29,4.054897333
148,182.19.66.187,282119166287,0.004945,1,22-07-2015 09:04:43.443,149,22-07-2015 09:00:28,4.238278333
149,106.186.23.95,206286123195,0.00919,1,22-07-2015 09:04:43.443,150,22-07-2015 09:00:29,4.242523333
150,125.63.88.66,225163188166,0.021564,1,22-07-2015 09:03:53.353,151,22-07-2015 09:00:29,3.421564
151,59.93.188.22,159193288122,0.15339,0,22-07-2015 09:00:30.030,152,22-07-2015 09:00:29,0.170056667
152,107.167.107.202,207267207302,0.072296,1,22-07-2015 09:02:20.220,153,22-07-2015 09:00:29,1.922296
153,115.118.26.52,215218126152,0.15339,1,22-07-2015 09:01:08.18,154,22-07-2015 09:00:29,0.80339
154,1.39.32.136,101139132236,0.018535,1,22-07-2015 09:02:13.213,155,22-07-2015 09:00:29,1.751868333
155,117.211.83.18,217311183118,0.00349,1,22-07-2015 09:04:12.412,156,22-07-2015 09:00:29,3.720156667
156,59.160.193.135,159260293235,0.008203,1,22-07-2015 09:03:38.338,157,22-07-2015 09:00:29,3.158203
157,116.203.74.167,216303174267,0.021036,1,22-07-2015 09:03:36.336,158,22-07-2015 09:00:29,3.137702667
158,115.250.61.184,215350161284,0.15339,0,22-07-2015 09:00:38.038,159,22-07-2015 09:00:29,0.30339
159,14.98.226.246,114198326346,0.014262,1,22-07-2015 09:01:32.132,160,22-07-2015 09:00:29,1.064262
160,125.99.249.86,225199349186,0.011832,1,22-07-2015 09:04:25.425,161,22-07-2015 09:00:29,3.945165333
161,107.167.107.250,207267207350,0.002374,1,22-07-2015 09:01:50.150,162,22-07-2015 09:00:29,1.352374
162,92.51.193.2,192151293102,0.15339,1,22-07-2015 09:01:37.137,163,22-07-2015 09:00:29,1.286723333
163,101.222.190.49,201322290149,0.026151,0,22-07-2015 09:00:29.029,164,22-07-2015 09:00:29,0.026151
164,15.219.201.74,115319301174,0.011832,1,22-07-2015 09:03:50.350,165,22-07-2015 09:00:29,3.361832
165,106.76.174.40,206176274140,0.010657,1,22-07-2015 09:01:30.130,166,22-07-2015 09:00:29,1.027323667
166,117.206.51.54,217306151154,0.002374,0,22-07-2015 09:00:33.033,167,22-07-2015 09:00:29,0.069040667
167,209.95.52.184,309195152284,0.0024,1,22-07-2015 09:04:38.438,168,22-07-2015 09:00:29,4.1524
168,91.219.236.218,191319336318,0.021615,1,22-07-2015 09:01:39.139,169,22-07-2015 09:00:29,1.188281667
169,106.220.24.10,206320124110,0.000841,1,22-07-2015 09:03:17.317,170,22-07-2015 09:00:29,2.800841
170,107.167.109.47,207267209147,0.026151,0,22-07-2015 09:00:29.029,171,22-07-2015 09:00:29,0.026151
171,14.139.221.99,114239321199,0.15339,0,22-07-2015 09:00:33.033,172,22-07-2015 09:00:29,0.220056667
172,27.251.139.66,127351239166,0.011115,1,22-07-2015 09:01:07.17,173,22-07-2015 09:00:29,0.644448333
173,223.196.84.50,323296184150,0.164999,0,22-07-2015 09:00:29.029,174,22-07-2015 09:00:29,0.164999
174,122.160.82.201,222260182301,0.164999,0,22-07-2015 09:00:32.032,175,22-07-2015 09:00:29,0.214999
175,117.208.43.156,217308143256,0.011115,1,22-07-2015 09:01:46.146,176,22-07-2015 09:00:29,1.294448333
176,170.74.56.80,270174156180,0.02091,1,22-07-2015 09:04:42.442,177,22-07-2015 09:00:29,4.237576667
177,203.92.217.105,303192317205,0.003948,1,22-07-2015 09:04:36.436,178,22-07-2015 09:00:29,4.120614667
178,141.113.85.93,241213185193,0.022396,1,22-07-2015 09:04:31.431,179,22-07-2015 09:00:29,4.055729333
179,1.39.35.172,101139135272,0.011832,1,22-07-2015 09:03:44.344,180,22-07-2015 09:00:29,3.261832
180,103.17.86.101,203117186201,0.15339,1,22-07-2015 09:00:52.052,181,22-07-2015 09:00:29,0.536723333
181,59.144.180.14,159244280114,0.021564,1,22-07-2015 09:04:35.435,182,22-07-2015 09:00:29,4.121564
182,117.234.53.176,217334153276,0.018224,1,22-07-2015 09:04:22.422,183,22-07-2015 09:00:29,3.901557333
183,183.82.99.130,283182199230,0.014262,1,22-07-2015 09:04:34.434,184,22-07-2015 09:00:29,4.097595333
184,136.185.11.64,236285111164,0.002374,0,22-07-2015 09:00:32.032,185,22-07-2015 09:00:29,0.052374
185,182.72.66.70,282172166170,0.15339,0,22-07-2015 09:00:29.029,186,22-07-2015 09:00:29,0.15339
186,106.208.221.89,206308321189,0.008806,1,22-07-2015 09:01:50.150,187,22-07-2015 09:00:29,1.358806
187,117.228.69.103,217328169203,0.15339,0,22-07-2015 09:00:31.031,188,22-07-2015 09:00:29,0.170056667
188,223.181.1.172,323281101272,0.008203,1,22-07-2015 09:04:41.441,189,22-07-2015 09:00:29,4.191536333
189,117.247.11.172,217347111272,0.069577,1,22-07-2015 09:04:36.436,190,22-07-2015 09:00:29,4.186243667
190,182.19.8.74,282119108174,0.069577,1,22-07-2015 09:04:07.47,191,22-07-2015 09:00:29,3.702910333
191,14.141.115.22,114241215122,0.008806,1,22-07-2015 09:03:48.348,192,22-07-2015 09:00:29,3.325472667
192,203.91.192.5,303191292105,0.035776,1,22-07-2015 09:03:29.329,193,22-07-2015 09:00:29,3.019109333
193,103.242.189.134,203342289234,0.164999,0,22-07-2015 09:00:29.029,194,22-07-2015 09:00:29,0.164999
194,117.205.160.216,217305260316,0.153101,1,22-07-2015 09:00:59.059,195,22-07-2015 09:00:29,0.653101
195,1.187.217.224,101287317324,0.02091,1,22-07-2015 09:04:21.421,196,22-07-2015 09:00:29,3.887576667
196,203.91.215.55,303191315155,0.027277,1,22-07-2015 09:04:42.442,197,22-07-2015 09:00:29,4.227277
197,111.221.89.160,211321189260,0.034181,1,22-07-2015 09:04:26.426,198,22-07-2015 09:00:29,3.984181
198,115.118.7.146,215218107246,0.010657,1,22-07-2015 09:03:52.352,199,22-07-2015 09:00:29,3.393990333
199,49.15.71.211,149115171311,0.164999,0,22-07-2015 09:00:29.029,200,22-07-2015 09:00:29,0.164999
200,112.79.35.16,212179135116,0.018535,1,22-07-2015 09:04:14.414,201,22-07-2015 09:00:29,3.751868333
201,115.113.250.2,215213350102,0.003222,1,22-07-2015 09:04:40.440,202,22-07-2015 09:00:29,4.186555333
202,117.239.148.145,217339248245,0.003948,1,22-07-2015 09:04:35.435,203,22-07-2015 09:00:29,4.103948
203,117.248.102.75,217348202175,0.001969,1,22-07-2015 09:02:23.223,204,22-07-2015 09:00:29,1.901969
204,61.12.80.130,161112180230,0.026151,0,22-07-2015 09:00:29.029,205,22-07-2015 09:00:29,0.026151
205,8.37.225.8,108137325108,0.008806,1,22-07-2015 09:03:45.345,206,22-07-2015 09:00:29,3.275472667
206,123.236.165.237,223336265337,0.001969,1,22-07-2015 09:03:52.352,207,22-07-2015 09:00:29,3.385302333
207,123.63.241.40,223163341140,0.014068,1,22-07-2015 09:04:43.443,208,22-07-2015 09:00:29,4.230734667
208,49.156.73.166,149256173266,0.021615,1,22-07-2015 09:02:04.24,209,22-07-2015 09:00:29,1.588281667
209,182.73.219.174,282173319274,0.021564,1,22-07-2015 09:02:05.25,210,22-07-2015 09:00:29,1.604897333
210,114.31.251.116,214131351216,0.021615,1,22-07-2015 09:00:50.050,211,22-07-2015 09:00:29,0.371615
211,183.82.2.181,283182102281,0.026151,0,22-07-2015 09:00:29.029,212,22-07-2015 09:00:29,0.026151
212,49.249.40.117,149349140217,0.015131,0,22-07-2015 09:00:36.036,213,22-07-2015 09:00:29,0.131797667
213,1.38.16.53,101138116153,0.001075,1,22-07-2015 09:01:09.19,214,22-07-2015 09:00:29,0.651075
214,220.227.174.198,320327274298,0.002374,1,22-07-2015 09:02:40.240,215,22-07-2015 09:00:29,2.169040667
215,49.200.126.37,149300226137,0.001969,1,22-07-2015 09:01:03.13,216,22-07-2015 09:00:29,0.551969
216,117.243.38.216,217343138316,0.15339,0,22-07-2015 09:00:33.033,217,22-07-2015 09:00:29,0.20339
217,117.198.176.102,217298276202,0.015131,0,22-07-2015 09:00:35.035,218,22-07-2015 09:00:29,0.115131
218,223.196.243.127,323296343227,0.001969,1,22-07-2015 09:04:30.430,219,22-07-2015 09:00:29,4.018635667
219,106.78.13.108,206178113208,0.002374,1,22-07-2015 09:01:17.117,220,22-07-2015 09:00:29,0.785707333
220,115.178.103.67,215278203167,0.001969,1,22-07-2015 09:03:56.356,221,22-07-2015 09:00:29,3.435302333
221,202.78.251.139,302178351239,0.02091,1,22-07-2015 09:03:01.31,222,22-07-2015 09:00:29,2.537576667
222,61.8.208.158,161108308258,0.026151,0,22-07-2015 09:00:29.029,223,22-07-2015 09:00:29,0.026151
223,14.141.77.41,114241177141,0.01004,1,22-07-2015 09:04:42.442,224,22-07-2015 09:00:29,4.21004
224,164.100.31.82,264200131182,0.066878,1,22-07-2015 09:04:32.432,225,22-07-2015 09:00:29,4.116878
225,117.240.248.194,217340348294,0.072296,1,22-07-2015 09:01:16.116,226,22-07-2015 09:00:29,0.855629333
226,203.90.70.251,303190170351,0.004945,1,22-07-2015 09:04:34.434,227,22-07-2015 09:00:29,4.071611667
227,14.139.211.98,114239311198,0.008806,1,22-07-2015 09:01:16.116,228,22-07-2015 09:00:29,0.792139333
228,115.184.17.86,215284117186,0.026151,0,22-07-2015 09:00:29.029,229,22-07-2015 09:00:29,0.026151
229,59.94.7.155,159194107255,0.066878,1,22-07-2015 09:03:41.341,230,22-07-2015 09:00:29,3.266878
230,164.100.6.213,264200106313,0.085776,1,22-07-2015 09:02:02.22,231,22-07-2015 09:00:29,1.635776
231,59.180.45.170,159280145270,0.001075,1,22-07-2015 09:00:50.050,232,22-07-2015 09:00:29,0.334408333
232,116.203.99.26,216303199126,0.026151,0,22-07-2015 09:00:29.029,233,22-07-2015 09:00:29,0.026151
233,54.251.151.39,154351251139,0.001014,1,22-07-2015 09:04:42.442,234,22-07-2015 09:00:29,4.201014
234,106.78.11.218,206178111318,0.015131,1,22-07-2015 09:00:54.054,235,22-07-2015 09:00:29,0.415131
235,113.193.196.15,213293296115,0.008203,1,22-07-2015 09:02:46.246,236,22-07-2015 09:00:29,2.274869667
236,122.15.156.64,222115256164,0.011653,1,22-07-2015 09:04:38.438,237,22-07-2015 09:00:29,4.144986333
237,59.182.163.104,159282263204,0.002374,1,22-07-2015 09:04:35.435,238,22-07-2015 09:00:29,4.102374
238,61.3.131.217,161103231317,0.15339,0,22-07-2015 09:00:31.031,239,22-07-2015 09:00:29,0.186723333
239,106.210.85.127,206310185227,0.003948,1,22-07-2015 09:01:38.138,240,22-07-2015 09:00:29,1.153948
240,168.235.197.215,268335297315,0.00114,1,22-07-2015 09:02:41.241,241,22-07-2015 09:00:29,2.20114
